ID,Policy Start Date,Policy End Date,Gender,Age,First Transaction Date,No_Pol,Car_Category,Subject_Car_Colour,Subject_Car_Make,LGA_Name,State,ProductName,target
ID_JT55YW5,2010-04-16,2011-04-15,Male,59,2010-04-16,2,JEEP,Black,Nissan,Oyo,Oyo,Customized Motor,0
ID_JUEA41A,2010-05-10,2011-05-09,Female,34,2010-05-10,1,Saloon,Grey,TOYOTA,Surulere,Lagos,Car Classic,1
ID_JVR1E5Q,2010-03-29,2011-03-28,Male,38,2010-03-29,1,JEEP,Black,Hyundai,Lagos Mainland,Lagos,Car Classic,0
ID_JVY0DKR,2010-04-05,2011-04-03,Male,50,2010-04-05,1,JEEP,Light Blue,TOYOTA,Ilupeju,Lagos,Car Classic,0
ID_JVZ2BLP,2010-10-24,2011-10-23,Male,48,2010-10-24,2,Saloon,Gold,TOYOTA,Surulere,Lagos,Car Classic,0
ID_JWD2T9V,2010-01-03,2011-01-02,Male,38,2010-01-03,2,Saloon,Silver,Nissan,OJOTA,Benue,Car Classic,1
ID_JWJT4RF,2010-08-19,2011-08-18,Male,50,2010-08-19,2,Saloon,Black,TOYOTA,Ikeja,Lagos,Car Classic,0
ID_JWXJXBQ,2010-05-17,2011-05-16,Female,30,2010-05-17,1,Bus,Grey,TOYOTA,Abuja,Abuja,CVTP,0
ID_JXFWKCX,2010-03-07,2011-03-05,Joint Gender,58,2010-03-07,2,Saloon,Black,Lexus,Abuja Municipal,Abuja-Municipal,Car Classic,1
ID_JZLZEQG,2010-02-25,2011-02-24,Entity,30,2010-02-25,1,Saloon,Black,Honda,Lagos Island,Lagos,Car Classic,0
ID_JZZ6SO2,2010-05-10,2011-05-08,Male,67,2010-05-10,2,JEEP,As Attached,Ford,Lekki,Lagos,Car Classic,0
ID_K0HQT84,2010-05-02,2011-04-28,Male,35,2010-05-02,1,JEEP,Black,Lexus,Ikeja,Lagos,Car Classic,0
ID_K1KS34X,2010-02-27,2011-02-26,Male,40,2010-02-27,1,JEEP,Red,Lexus,Uyo,Akwa-Ibom,Car Classic,0
ID_K2M4FHP,2010-04-27,2011-04-26,Male,50,2010-04-27,2,Saloon,Black,TOYOTA,Ikeja,Lagos,Car Classic,0
ID_K33JHOA,2010-04-03,2011-04-02,Male,40,2010-04-03,1,JEEP,Black,TOYOTA,Ikeja,Lagos,Car Classic,0
ID_K38B0C4,2010-05-23,2011-05-22,Female,48,2010-05-23,2,JEEP,Black,Kia,Amuwo-Odofin,Amuwo-Odofin,Car Classic,0
ID_K38JQNB,2010-06-26,2011-06-25,Male,43,2010-06-26,1,Motorcycle,Black & White,.,Victoria Island,Lagos,Motor Cycle,1
ID_K3LUBCN,2010-12-14,2011-12-13,Male,64,2010-12-14,1,JEEP,Black,Mitsubishi,Alimosho,Lagos,Car Plus,0
ID_K41S6BT,2010-02-27,2011-02-26,Male,120,2010-02-27,1,Saloon,Purple,Mercedes,Victoria Island,Lagos,CarSafe,0
ID_K50EGKX,2010-03-29,2011-03-28,Male,44,2010-03-29,1,JEEP,Black,Lexus,Eti-Osa,Eti-Osa,Car Classic,0
ID_K577DNJ,2010-08-13,2011-08-03,Male,43,2010-08-13,1,Truck,White,Scania,Victoria Island,Lagos,CVTP,1
ID_K5AY4MS,2010-12-10,2011-12-09,Male,32,2010-12-10,1,JEEP,Silver,TOYOTA,Surulere,Lagos,Car Classic,0
ID_K74YS2A,2010-05-07,2011-05-06,Male,32,2010-05-07,1,JEEP,Silver,Lexus,Ikeja,Lagos,Car Plus,0
ID_K7DWO4B,2010-05-19,2011-05-18,Joint Gender,20,2010-05-19,2,Saloon,Black,Kia,Lagos,Lagos,Customized Motor,0
ID_K7ID80G,2010-04-29,2011-04-14,Joint Gender,44,2010-04-29,1,JEEP,Black,TOYOTA,Lagos Mainland,Lagos,Car Classic,1
ID_K8UHZ9D,2010-07-08,2011-05-31,Male,42,2010-07-08,1,JEEP,Green,Hyundai,Ilasamaja,Lagos,Car Classic,1
ID_K9EJC7C,2010-03-11,2011-03-10,Male,39,2010-03-11,1,Saloon,Red,TOYOTA,Ilorin,Kwara,Car Classic,0
ID_K9LLZEE,2010-06-10,2011-05-21,Female,45,2010-06-10,2,JEEP,Black,TOYOTA,Esan Central,Esan-Central,Car Classic,0
ID_K9RZXTT,2010-05-31,2011-05-30,Female,53,2010-05-31,1,Saloon,Black,Honda,Olorunsogo,Benue,Car Classic,0
ID_KACX80J,2010-08-01,2011-01-31,Male,34,2010-08-01,1,JEEP,Gold,Lexus,Oshodi-Isolo,Oshodi-Isolo,Car Classic,0
ID_KBAVVPC,2010-08-13,2011-07-29,Male,42,2010-08-13,1,Truck,Yellow,Iveco,Abeokuta,Ogun,CVTP,0
ID_KBLAH4M,2010-12-23,2011-02-21,Male,20,2010-12-23,4,JEEP,Grey,Mercedes,Victoria Island,Lagos,Customized Motor,0
ID_KDPP0K7,2010-09-10,2011-09-09,Female,53,2010-09-10,1,Saloon,Grey,TOYOTA,Olorunsogo,Benue,Car Classic,1
ID_KE5GS1G,2010-01-17,2011-01-16,Female,34,2010-01-17,1,Saloon,Grey,TOYOTA,Amuwo-Odofin,Amuwo-Odofin,Car Classic,0
ID_KF1URME,2010-02-11,2011-02-10,NO GENDER,25,2010-02-11,1,Truck,White,Iveco,Victoria Island,Lagos,CVTP,1
ID_KFW8OXW,2010-01-23,2011-01-22,Female,40,2010-01-23,1,JEEP,Grey,TOYOTA,Akure,Ondo,Car Classic,0
ID_KG9K22T,2010-06-17,2011-06-16,Male,39,2010-06-17,1,Truck,White,Iveco,Victoria Island,Lagos,CVTP,1
ID_KH61ORI,2010-01-25,2011-01-14,Male,31,2010-01-25,1,Saloon,Grey,Honda,Ikorodu,Lagos,Car Classic,0
ID_KH8C67C,2010-07-30,2011-07-29,Joint Gender,38,2010-07-30,1,Saloon,As Attached,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_KHD2D9K,2010-03-12,2011-03-11,Joint Gender,44,2010-03-12,1,Saloon,Grey,Volkswagen,Ethiope East,Ethiope-East,Car Classic,0
ID_KHKWXS2,2010-05-27,2011-05-26,Male,31,2010-05-27,1,JEEP,Black,Lexus,Benin,Edo,Car Plus,0
ID_KI5BOX8,2010-02-08,2011-02-07,Female,40,2010-02-08,1,JEEP,Brown,Mitsubishi,Eti-Osa,Eti-Osa,Car Classic,0
ID_KI6FZQR,2010-04-30,2011-04-29,Male,42,2010-04-30,1,Saloon,Red,TOYOTA,Ojo,Benue,Car Classic,0
ID_KIC5S44,2010-07-04,2011-07-03,Male,33,2010-07-04,1,Saloon,Silver,TOYOTA,Lagos Island,Lagos,Car Classic,0
ID_KIMWZEZ,2010-03-22,2011-03-21,Entity,120,2010-03-22,2,JEEP,Black,Hyundai,Lagos,Lagos,Car Classic,0
ID_KJYZ203,2010-01-10,2011-01-09,Female,43,2010-01-10,1,Saloon,As Attached,Kia,Victoria Island,Lagos,Car Classic,1
ID_KK0N5TN,2010-02-13,2011-02-12,Male,45,2010-02-13,1,Saloon,Black,Honda,Niger State,Niger-State,Car Plus,0
ID_KK3U8ZP,2010-01-25,2011-01-24,Female,55,2010-01-25,1,Saloon,As Attached,Mercedes,Victoria Island,Lagos,Car Classic,0
ID_KK4CH5T,2010-07-18,2011-07-17,Male,53,2010-07-18,1,Saloon,Grey,TOYOTA,Ikeja,Lagos,Car Classic,0
ID_KKC8IDG,2010-03-26,2011-03-25,Female,56,2010-03-26,1,JEEP,Silver,Nissan,Lagos Mainland,Lagos,Car Classic,0
ID_KKO281J,2010-04-05,2011-04-04,Male,38,2010-04-05,2,Saloon,Red,TOYOTA,Awka South,Awka-South,Car Classic,0
ID_KKRS696,2010-04-04,2011-04-03,Male,64,2010-04-04,1,JEEP,Silver,Lexus,Lagos Island,Lagos,Car Classic,0
ID_KL0JX1A,2010-02-05,2011-02-04,Male,69,2010-02-05,2,JEEP,Ash,Ford,Oredo,Benue,Car Classic,1
ID_KL4NPX2,2010-11-21,2011-11-20,Male,48,2010-11-21,3,JEEP,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_KLE6WLW,2010-07-05,2011-07-04,Entity,48,2010-07-05,1,Truck,White,Fiat,Victoria Island,Lagos,CVTP,0
ID_KLJC1ST,2010-04-04,2011-04-03,Female,40,2010-04-04,2,Saloon,Black,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Plus,0
ID_KMHBG0W,2010-02-15,2011-02-14,Female,73,2010-02-15,3,JEEP,Black,TOYOTA,Lekki,Lagos,Car Classic,0
ID_KMN3HAC,2010-12-20,2011-12-19,Male,63,2010-12-20,1,JEEP,Black,Infiniti,Lagos Island,Lagos,Car Classic,0
ID_KN2NU64,2010-05-16,2011-05-15,Male,56,2010-05-16,3,JEEP,Black,Volvo,Surulere,Lagos,Car Classic,0
ID_KNBMJ9M,2010-04-25,2011-04-24,Male,42,2010-04-25,2,JEEP,Ash,TOYOTA,Ikeja,Lagos,Car Classic,0
ID_KNDU7UW,2010-01-28,2011-01-27,Female,33,2010-01-28,1,Saloon,Ash,TOYOTA,Lagos Mainland,Lagos,Car Classic,0
ID_KNS8R02,2010-07-22,2011-01-20,Entity,30,2010-07-22,2,JEEP,Black,TOYOTA,Lagos Island,Lagos,Car Classic,0
ID_KO05UGY,2010-02-27,2011-02-08,Female,78,2010-02-27,2,Saloon,Black,TOYOTA,QuaAn Pan,QuaAn-Pan,Car Classic,0
ID_KO2ST7Y,2010-02-13,2011-01-13,Male,72,2010-02-13,2,Saloon,Green,TOYOTA,Oredo,Benue,Car Classic,0
ID_KOF6VXM,2010-05-16,2011-05-15,Entity,120,2010-05-16,2,Pick Up,White,TOYOTA,Victoria Island,Lagos,CVTP,1
ID_KOTQEJT,2010-06-11,2011-06-10,Entity,120,2010-06-11,3,Saloon,Silver,TOYOTA,Lagos Island,Lagos,Car Classic,0
ID_KP4ZVTA,2010-04-18,2011-04-17,Male,45,2010-04-18,4,Saloon,As Attached,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_KP66XBR,2010-06-19,2011-03-18,Male,39,2010-06-19,1,JEEP,Black,TOYOTA,RIVERS,Rivers,Car Classic,0
ID_KPRY4WR,2010-08-21,2011-08-20,Male,40,2010-08-21,1,Saloon,Black,Lexus,Kosofe,Benue,Car Classic,0
ID_KPUAFQL,2010-01-23,2011-01-22,Male,41,2010-01-23,1,Station 4 Wheel,Silver,TOYOTA,Ikeja,Lagos,Car Classic,0
ID_KQ468WJ,2010-07-10,2011-07-09,Female,120,2010-07-10,1,Bus,Silver,Ford,Victoria Island,Lagos,CVTP,1
ID_KRFLCAB,2009-09-13,2011-09-12,Male,62,2009-09-13,2,JEEP,Black,TOYOTA,Surulere,Lagos,Car Classic,1
ID_KRRFVE3,2010-03-06,2011-03-05,Female,59,2010-03-06,1,Saloon,Black,TOYOTA,Yaba,Benue,Car Classic,1
ID_KS8DKVM,2010-06-10,2011-06-09,Female,35,2010-06-10,2,JEEP,White,Ford,Surulere,Lagos,Car Classic,1
ID_KS96SRH,2010-04-12,2011-01-02,Joint Gender,47,2010-04-12,2,Saloon,Ash,Mercedes,Lagos Island,Lagos,Customized Motor,0
ID_KSG67NK,2010-03-01,2011-02-28,Female,33,2010-03-01,1,Saloon,Grey,TOYOTA,Ikeja,Lagos,Car Classic,1
ID_KT4UYI2,2010-05-21,2011-05-20,Male,55,2010-05-21,3,JEEP,Black,Lexus,Victoria Island,Lagos,Customized Motor,0
ID_KU677CU,2010-01-07,2011-01-06,Male,43,2010-01-07,2,Saloon,Grey,TOYOTA,Festac,Benue,Car Classic,0
ID_KUIJJHT,2010-08-28,2011-08-27,Male,66,2010-08-28,3,Saloon,Gray & Silver,Honda,Eti-Osa,Eti-Osa,Car Classic,0
ID_KUXI9QF,2010-02-14,2011-02-13,Female,47,2010-02-14,1,Saloon,Silver,TOYOTA,Ikotun,Benue,Car Classic,0
ID_KV6SXTM,2010-03-27,2011-03-21,Female,45,2010-03-27,1,Saloon,Grey,TOYOTA,SANGO OTTA,Ogun,Car Classic,0
ID_KVAIXGU,2010-01-30,2011-01-29,Male,71,2010-01-30,1,JEEP,Black,Honda,IbadanCentral,Benue,Car Classic,0
ID_KVOCXA5,2010-04-17,2011-04-16,Male,37,2010-04-17,1,Saloon,Black,Mercedes,Oshodi-Isolo,Oshodi-Isolo,Car Classic,0
ID_KVOWW69,2010-03-11,2011-03-10,Male,37,2010-03-11,4,Saloon,Black,Volkswagen,Isolo,Benue,Car Plus,0
ID_KVUUL8I,2010-06-25,2011-05-14,Male,34,2010-06-25,1,Saloon,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_KXB1QRA,2010-12-18,2011-12-17,Male,34,2010-12-18,1,JEEP,Grey,TOYOTA,Yaba,Benue,Car Classic,0
ID_KXKUDBZ,2010-08-21,2011-08-20,Female,38,2010-08-21,1,JEEP,Blue,TOYOTA,Abuja,Abuja,Car Classic,0
ID_KXXXRBC,2010-11-01,2011-10-31,Male,37,2010-11-01,1,Saloon,Black,Honda,Alagbado,Lagos,Car Plus,0
ID_KXYONRA,2010-01-02,2011-01-01,Female,36,2010-01-02,1,Saloon,Silver,Nissan,Lagos,Lagos,Customized Motor,0
ID_KYKGINU,2010-05-31,2011-05-30,Male,60,2010-05-31,4,JEEP,Black,Honda,Akoka,Lagos,Customized Motor,0
ID_KYXWZFN,2010-11-09,2011-11-08,Male,43,2010-11-09,1,Saloon,Grey,TOYOTA,Ikorodu,Lagos,Car Classic,0
ID_KZ7EHAI,2010-11-20,2011-11-19,Male,57,2010-11-20,2,Saloon,Black,TOYOTA,Badagry,Benue,Car Classic,0
ID_KZGIBO1,2010-05-14,2011-05-13,Female,32,2010-05-14,1,Saloon,Red,TOYOTA,Ikeja,Lagos,Car Classic,0
ID_KZI1CRG,2010-05-20,2011-05-19,Male,45,2010-05-20,3,Saloon,Black,TOYOTA,Eti-Osa,Eti-Osa,Car Classic,1
ID_L00MLOO,2010-07-23,2011-01-24,Male,38,2010-07-23,1,Saloon,Black,TOYOTA,Yaba,Benue,Car Classic,0
ID_L00OTPB,2010-10-13,2011-10-12,Male,50,2010-10-13,3,JEEP,Black,TOYOTA,Surulere,Lagos,Customized Motor,0
ID_L038DPA,2010-06-18,2011-06-17,Male,42,2010-06-18,1,Saloon,Silver,TOYOTA,Lekki,Lagos,Car Classic,0
ID_L03Y3KG,2010-07-18,2011-07-17,Female,36,2010-07-18,1,Saloon,Black,TOYOTA,Surulere,Lagos,Car Classic,1
ID_L0QMPC0,2010-12-10,2011-12-09,Male,37,2010-12-10,1,Saloon,Blue,TOYOTA,Oshodi,Lagos,Car Classic,0
ID_L0RVHDZ,2010-04-24,2011-04-23,Female,34,2010-04-24,1,Saloon,Green,Kia,Ibeju/Lekki,Ibeju-Lekki,Car Plus,0
ID_L0TIEVS,2010-07-04,2011-07-03,Female,55,2010-07-04,1,JEEP,Green,Kia,Shagamu,Ogun,Car Classic,0
ID_L1INLDC,2010-05-27,2011-05-26,Male,46,2010-05-27,3,JEEP,Grey,Ford,Lagos,Lagos,Customized Motor,0
ID_L27QV6P,2010-06-14,2011-06-13,Male,50,2010-06-14,1,Saloon,Black,TOYOTA,Lagos Mainland,Lagos,Car Classic,0
ID_L2RRHM4,2010-05-31,2011-05-30,Male,34,2010-05-31,1,JEEP,Black,Mercedes,OGUN,Ogun,Car Plus,0
ID_L38MVNR,2010-08-22,2011-08-21,Male,40,2010-08-22,2,Saloon,Silver,Honda,Warri North,Warri-North,Car Classic,0
ID_L3CBWEK,2010-03-05,2011-03-04,Male,53,2010-03-05,2,JEEP,Black,ACURA,Surulere,Lagos,Car Classic,1
ID_L4P0WOU,2010-01-04,2011-01-03,Male,28,2010-01-04,2,Saloon,Red,TOYOTA,Lekki,Lagos,Car Classic,1
ID_L4W1LU1,2010-01-17,2011-01-16,Male,42,2010-01-17,3,Saloon,Blue,Nissan,Abeokuta,Ogun,Car Classic,0
ID_L4YZCE6,2010-12-23,2011-03-22,Male,43,2010-12-23,1,JEEP,Grey,Lexus,Oshodi-Isolo,Oshodi-Isolo,Car Classic,1
ID_L5DBIVH,2010-07-04,2011-07-03,Male,34,2010-07-04,2,Saloon,Blue,TOYOTA,Ikorodu,Lagos,Car Classic,1
ID_L5XFXI2,2010-08-03,2011-04-02,Female,37,2010-08-03,1,Saloon,Silver,TOYOTA,Lagos Mainland,Lagos,Car Classic,0
ID_L5Y5F6U,2010-10-07,2011-02-02,Male,40,2010-10-07,1,Saloon,Green,TOYOTA,Lagos Island,Lagos,Car Classic,0
ID_L6APC0K,2010-07-22,2011-01-20,Female,42,2010-07-22,1,Saloon,Silver,TOYOTA,Eti-Osa,Eti-Osa,Car Classic,0
ID_L6J87MT,2010-04-01,2011-03-31,Female,43,2010-04-01,1,Saloon,Black,Lexus,Lekki,Lagos,Car Classic,0
ID_L6N7N25,2010-11-25,2011-11-20,Male,33,2010-11-25,1,JEEP,Black,Lexus,Victoria Island,Lagos,Car Classic,0
ID_L7CDZE6,2010-11-20,2011-11-19,Female,79,2010-11-20,1,Saloon,Grey,TOYOTA,Akuku Toru,Rivers,Car Classic,0
ID_L7XNR7Z,2010-10-03,2011-08-01,Female,41,2010-10-03,1,JEEP,Ash,TOYOTA,OGUN,Ogun,Car Classic,0
ID_LA50JV6,2010-04-30,2011-04-21,Male,71,2010-04-30,1,JEEP,White,TOYOTA,Ado-Ekiti,Ado-Ekiti,Car Classic,0
ID_LA6CKZK,2010-05-13,2011-05-12,Female,32,2010-05-13,1,Saloon,Blue,TOYOTA,Ipaja,Lagos,Car Classic,0
ID_LAEGQJ4,2010-02-21,2011-02-20,Male,52,2010-02-21,1,JEEP,Black,TOYOTA,Ikoyi,Lagos,Car Classic,1
ID_LEG89ZR,2010-08-16,2011-08-14,Male,35,2010-08-16,2,Saloon,Black,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Plus,0
ID_LETGNFY,2010-01-31,2011-01-05,Male,40,2010-01-31,1,Saloon,Black,TOYOTA,Lagos Mainland,Lagos,Car Classic,0
ID_LEXE4SB,2010-02-20,2011-02-19,Female,7,2010-02-20,2,JEEP,Black,Kia,Lagos Mainland,Lagos,Car Classic,0
ID_LEZXE0E,2010-05-24,2011-05-23,Entity,10,2010-05-24,3,Pick Up,As Attached,Ford,Abuja Municipal,Abuja-Municipal,CVTP,0
ID_LFKJSMP,2010-12-06,2011-06-05,Female,37,2010-12-06,1,JEEP,Black,Lexus,Eti-Osa,Eti-Osa,Car Classic,0
ID_LGR7HG2,2010-07-01,2011-02-27,Male,37,2010-07-01,2,Saloon,As Attached,TOYOTA,Warri,Delta,Car Classic,1
ID_LGTJGI3,2010-09-28,2011-09-27,Female,55,2010-09-28,2,JEEP,Black,GAC,Lekki,Lagos,Car Classic,0
ID_LGW0BWH,2010-04-08,2011-04-07,Male,44,2010-04-08,2,JEEP,As Attached,Lexus,ENUGU EAST,ENUGU-EAST,Car Classic,1
ID_LGWY4WR,2010-06-14,2011-06-13,Male,43,2010-06-14,1,Saloon,Grey,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_LH21WHW,2010-06-12,2011-06-11,Male,50,2010-06-12,1,JEEP,Brown,Mercedes,Victoria Island,Lagos,Car Classic,0
ID_LHF8JUL,2010-04-25,2011-04-24,Male,35,2010-04-25,3,Saloon,Red,TOYOTA,Oshodi-Isolo,Oshodi-Isolo,Car Classic,0
ID_LHUGYP4,2010-09-03,2011-09-02,Male,48,2010-09-03,1,JEEP,Black,Hyundai,Eti-Osa,Eti-Osa,Car Classic,0
ID_LI6EBRW,2010-08-26,2011-08-25,NO GENDER,20,2010-08-26,3,JEEP,Blue,TOYOTA,GBAGADA,Benue,Car Classic,0
ID_LIJHZ9S,2010-05-17,2011-05-16,Female,29,2010-05-17,1,Saloon,Silver,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_LJRPNZG,2010-05-16,2011-05-15,Male,50,2010-05-16,2,JEEP,Grey,Honda,Ifo,Benue,Car Classic,0
ID_LJX0BJR,2010-02-13,2011-02-12,Male,35,2010-02-13,1,Saloon,Black,TOYOTA,Ojo,Benue,Car Classic,1
ID_LKHLENG,2010-06-13,2011-05-12,Male,42,2010-06-13,1,Truck,White,Scania,Victoria Island,Lagos,CVTP,0
ID_LN60XO7,2010-07-16,2011-07-14,Female,39,2010-07-16,1,Saloon,Black,TOYOTA,Port Harcourt,Rivers,Car Classic,0
ID_LOK35GM,2010-01-05,2011-01-04,Male,47,2010-01-05,1,JEEP,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_LOX0AIO,2010-12-10,2011-12-05,Male,44,2010-12-10,2,Saloon,Black,TOYOTA,Surulere,Lagos,Car Classic,0
ID_LRRZD6R,2010-11-09,2011-11-08,Male,32,2010-11-09,1,Saloon,Grey,TOYOTA,GBAGADA,Benue,Car Classic,1
ID_LRW72U1,2010-07-18,2011-07-17,Male,28,2010-07-18,1,Saloon,Black,TOYOTA,Ikeja,Lagos,Car Classic,0
ID_LS83X8T,2010-06-07,2011-06-06,Female,39,2010-06-07,1,JEEP,Brown,Mercedes,Victoria Island,Lagos,Car Classic,0
ID_LUYF1M0,2010-05-27,2011-04-04,Male,48,2010-05-27,3,JEEP,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_LVCQLG1,2010-11-28,2011-11-27,Female,22,2010-11-28,1,Truck,Green,Iveco,Victoria Island,Lagos,CVTP,0
ID_LVHPNSF,2010-03-29,2011-01-03,Male,37,2010-03-29,1,Saloon,Black,Honda,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0
ID_LVTQ9GP,2010-05-28,2011-05-27,Male,54,2010-05-28,1,Saloon,Black,Lexus,Ifo,Benue,Car Classic,0
ID_LW0I762,2010-01-31,2011-01-30,Female,30,2010-01-31,2,JEEP,Green,TOYOTA,Enugu North,Enugu-North,Car Classic,0
ID_LW204TI,2010-06-14,2011-06-13,Male,43,2010-06-14,1,Saloon,Grey,TOYOTA,Victoria Island,Lagos,Car Classic,1
ID_LWO34OB,2010-11-19,2011-08-12,Male,42,2010-11-19,1,JEEP,Black,Kia,Obia/Akpor,Obia-Akpor,Car Classic,0
ID_LXL3PF7,2010-04-17,2011-04-16,Entity,34,2010-04-17,2,Saloon,White,Nissan,Surulere,Lagos,CVTP,1
ID_LXN0KUC,2010-01-30,2011-01-29,Entity,20,2010-01-30,1,Saloon,Silver,TOYOTA,Ibadan North West,Ibadan-West,Customized Motor,0
ID_LYC4YN5,2010-02-19,2011-02-18,Female,40,2010-02-19,1,Saloon,Black,Kia,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0
ID_LYI13W4,2010-12-20,2011-12-19,Male,58,2010-12-20,1,JEEP,Black,Honda,Abuja Municipal,Abuja-Municipal,Car Classic,0
ID_LYIA8QV,2010-09-03,2011-09-02,Female,46,2010-09-03,1,Saloon,Black,TOYOTA,Lagos,Lagos,Car Classic,0
ID_M0F227I,2010-06-06,2011-06-05,Male,42,2010-06-06,1,Saloon,Grey,TOYOTA,Lekki,Lagos,Car Classic,1
ID_M0M0FAI,2010-07-01,2011-06-30,Male,37,2010-07-01,1,Saloon,Green,Honda,Ikeja,Lagos,Car Classic,0
ID_M0TH573,2010-06-20,2011-06-19,Male,32,2010-06-20,1,Saloon,Black,TOYOTA,Lagos Mainland,Lagos,Car Classic,0
ID_M21WMFF,2010-03-28,2011-03-27,Female,32,2010-03-28,1,Saloon,Black,TOYOTA,Owerri,Imo,Car Classic,0
ID_M3BMMVS,2010-12-23,2011-02-21,Male,20,2010-12-23,4,JEEP,Black,Lexus,Victoria Island,Lagos,Customized Motor,0
ID_M3ELR5B,2010-09-26,2011-09-25,Female,40,2010-09-26,2,Saloon,Black,Hyundai,Port Harcourt,Rivers,Car Classic,0
ID_M3WJ0TX,2010-10-24,2011-10-23,Joint Gender,73,2010-10-24,1,Saloon,Grey,Hyundai,Lagos Mainland,Lagos,Car Classic,0
ID_M46S0NJ,2010-11-06,2011-07-30,Female,31,2010-11-06,1,JEEP,White,Lexus,Ketu,Lagos,Car Classic,0
ID_M5P56LV,2010-02-07,2011-02-06,Female,51,2010-02-07,2,Saloon,Black,TOYOTA,Anthony Village,Lagos,Car Classic,0
ID_M5P8OLT,2010-03-05,2011-03-03,Male,42,2010-03-05,1,Saloon,As Attached,TOYOTA,Ikeja,Lagos,Car Classic,1
ID_M5ZB1EA,2010-05-14,2011-05-13,Male,43,2010-05-14,1,Saloon,Black,TOYOTA,Victoria Island,Lagos,Car Classic,1
ID_M687VQV,2010-08-28,2011-08-27,Male,44,2010-08-28,1,Saloon,Blue,Peugeot,Bauchi,Bauchi,Car Classic,1
ID_M6KBLED,2010-01-07,2011-01-06,Male,65,2010-01-07,1,Saloon,Grey,TOYOTA,Ikeja,Lagos,Car Classic,0
ID_M7PX1CX,2010-03-15,2011-03-13,Female,32,2010-03-15,1,Saloon,Black,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,0
ID_M7QJPPO,2010-12-16,2011-12-15,Female,73,2010-12-16,2,JEEP,Black,TOYOTA,Amuwo-Odofin,Amuwo-Odofin,Customized Motor,0
ID_M7VMWT3,2010-03-21,2011-03-04,Female,41,2010-03-21,1,JEEP,Black,Hyundai,Lagos Island,Lagos,Car Classic,0
ID_M8GKC53,2010-12-17,2011-12-16,Male,37,2010-12-17,1,Saloon,Green,TOYOTA,Obia/Akpor,Obia-Akpor,Car Plus,0
ID_M9VTI10,2010-07-26,2011-07-25,Male,36,2010-07-26,2,JEEP,Black,Range Rover,Ikeja,Lagos,Car Classic,0
ID_MADX88I,2010-12-06,2011-12-01,Male,30,2010-12-06,1,Saloon,Wine,TOYOTA,RIVERS,Rivers,Car Classic,0
ID_MASUSRQ,2010-08-21,2011-08-20,Male,67,2010-08-21,1,JEEP,Black,TOYOTA,Ikeja,Lagos,Car Classic,0
ID_MBHUF6P,2010-07-04,2011-06-18,Male,29,2010-07-04,1,Saloon,Green,TOYOTA,Ajah,Lagos,Car Classic,0
ID_MBWD7MG,2010-01-19,2011-01-25,Male,34,2010-01-19,1,Saloon,Black,TOYOTA,Ojodu,Lagos,Car Classic,0
ID_MC20N8I,2010-12-23,2011-02-21,Male,20,2010-12-23,4,JEEP,Green,ACURA,Victoria Island,Lagos,Customized Motor,0
ID_MCCJ7CF,2010-02-28,2011-02-27,Female,54,2010-02-28,1,JEEP,As Attached,Ford,Victoria Island,Lagos,Car Classic,0
ID_MCG7MOW,2010-03-22,2011-03-21,Female,40,2010-03-22,1,Saloon,Black,Mazda,Apapa,Lagos,Car Classic,0
ID_MCUE1JN,2010-03-20,2011-03-19,Female,36,2010-03-20,1,Saloon,Black,Hyundai,Surulere,Lagos,Car Classic,1
ID_MD0CFXH,2010-07-11,2011-07-10,Male,37,2010-07-11,2,Saloon,Green,TOYOTA,Surulere,Lagos,Car Classic,0
ID_METSTYH,2010-04-16,2011-04-15,Male,35,2010-04-16,1,JEEP,As Attached,Lexus,Obia/Akpor,Obia-Akpor,Car Classic,1
ID_MFAE0W0,2010-06-05,2011-06-04,Female,38,2010-06-05,1,Saloon,Silver,TOYOTA,Victoria Island,Lagos,Car Classic,1
ID_MFMWLHP,2010-04-20,2011-04-19,Female,31,2010-04-20,1,Saloon,Black,Hyundai,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0
ID_MGPLHIB,2010-07-29,2011-07-28,Male,120,2010-07-29,2,JEEP,White,TOYOTA,Lekki,Lagos,Car Classic,0
ID_MGSDK6X,2010-03-27,2011-03-17,Male,31,2010-03-27,1,Saloon,Black,TOYOTA,Alagbado,Lagos,Car Classic,1
ID_MGYSGFH,2010-10-06,2011-10-05,Female,44,2010-10-06,1,JEEP,Blue,Lexus,Amuwo-Odofin,Amuwo-Odofin,Car Classic,0
